<<<<<<< HEAD
name,country_name,country_id,opponent_name,opponent_country_name,opponent_country_id,date,tournament,level,bestOf,surface,indoor,speed,round,score,winner,return_to_svc_pnts_ratio
Roberto Bautista Agut,Spain,ESP,Karen Khachanov,Russian Federation,RUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,6-4 7-5 6-4,TRUE,1.16
Diego Sebastian Schwartzman,Argentina,ARG,Matteo Berrettini,Italy,ITA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R32,6-7(5) 7-6(2) 4-6 7-6(5) 6-3,FALSE,1.16
Roger Federer,Switzerland,SUI,Daniel Evans,United Kingdom,GBR,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,7-6(5) 7-6(3) 6-3,TRUE,1.16
Nikoloz Basilashvili,Georgia,GEO,James Ward,United Kingdom,GBR,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,2-6 4-6 6-4 6-4 8-6,TRUE,1.16
David Goffin,Belgium,BEL,Fernando Verdasco,Spain,ESP,7/1/2019,Wimbledon,G,5,G,FALSE,76,R16,7-6(9) 2-6 6-3 6-4,TRUE,1.16
Jan Lennard Struff,Germany,GER,Mikhail Kukushkin,Kazakhstan,KAZ,7/1/2019,Wimbledon,G,5,G,FALSE,76,R32,6-3 7-6(5) 4-6 7-5,FALSE,1.16
Marin Cilic,Croatia,CRO,Kei Nishikori,Japan,JPN,8/27/2018,US Open,G,5,H,FALSE,61,QF,2-6 6-4 7-6(5) 4-6 6-4,FALSE,1.16
Pablo Cuevas,Uruguay,URU,Kyle Edmund,United Kingdom,GBR,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,7-6(3) 6-3 2-1 RET,TRUE,1.16
Marcel Granollers,Spain,ESP,Marius Copil,Romania,ROU,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-3 6-4 6-4,FALSE,1.16
Karen Khachanov,Russian Federation,RUS,Lorenzo Sonego,Italy,ITA,8/27/2018,US Open,G,5,H,FALSE,61,R64,7-5 6-3 6-3,TRUE,1.16
Stefano Travaglia,Italy,ITA,Adrian Mannarino,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-7(5) 6-3 3-6 6-2 6-2,FALSE,1.16
Alexander Zverev,Germany,GER,Philipp Kohlschreiber,Germany,GER,8/27/2018,US Open,G,5,H,FALSE,61,R32,6-7(1) 6-4 6-1 6-3,FALSE,1.15
David Goffin,Belgium,BEL,Jeremy Chardy,France,FRA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-2 6-4 6-3,TRUE,1.15
Milos Raonic,Canada,CAN,Alexander Zverev,Germany,GER,1/14/2019,Australian Open,G,5,H,FALSE,85,R16,6-1 6-1 7-6(5),TRUE,1.15
Dominic Thiem,Austria,AUT,Rafael Nadal,Spain,ESP,5/26/2019,Roland Garros,G,5,C,FALSE,48,F,6-3 5-7 6-1 6-1,FALSE,1.15
Dominic Thiem,Austria,AUT,Karen Khachanov,Russian Federation,RUS,5/26/2019,Roland Garros,G,5,C,FALSE,48,QF,6-2 6-4 6-2,TRUE,1.15
Jordan Thompson,Australia,AUS,Ivo Karlovic,Croatia,CRO,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-3 6-4 6-7(2) 6-3,TRUE,1.15
Marcel Granollers,Spain,ESP,Joao Sousa,Portugal,POR,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-2 6-2 6-3,FALSE,1.15
Roberto Bautista Agut,Spain,ESP,Peter Gojowczyk,Germany,GER,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-3 6-2 6-3,TRUE,1.15
Lucas Pouille,France,FRA,Borna Coric,Croatia,CRO,1/14/2019,Australian Open,G,5,H,FALSE,85,R16,6-7(4) 6-4 7-5 7-6(2),TRUE,1.15
Daniil Medvedev,Russian Federation,RUS,Pierre Hugues Herbert,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,4-6 4-6 6-3 6-2 7-5,FALSE,1.15
Roger Federer,Switzerland,SUI,Stan Wawrinka,Switzerland,SUI,5/26/2019,Roland Garros,G,5,C,FALSE,48,QF,7-6(4) 4-6 7-6(5) 6-4,TRUE,1.15
Denis Kudla,United States,USA,Miomir Kecmanovic,Serbia,SRB,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-0 6-7(9) 5-7 6-3 6-4,FALSE,1.15
Jeremy Chardy,France,FRA,Kevin Anderson,South Africa,RSA,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-2 6-4 6-4,FALSE,1.15
Juan Martin Del Potro,Argentina,ARG,Denis Kudla,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-3 6-1 7-6(4),TRUE,1.15
Felix Auger Aliassime,Canada,CAN,Vasek Pospisil,Canada,CAN,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,5-7 6-2 6-4 6-3,TRUE,1.15
Tomas Berdych,Czech Republic,CZE,Robin Haase,Netherlands,NED,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-1 6-3 6-3,TRUE,1.15
Pablo Cuevas,Uruguay,URU,Maxime Janvier,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-4 6-4 6-2,TRUE,1.14
Jack Sock,United States,USA,Guido Andreozzi,Argentina,ARG,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-0 7-6(4) 6-2,TRUE,1.14
Kei Nishikori,Japan,JPN,Thiago Monteiro,Brazil,BRA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-4 7-6(3) 6-4,TRUE,1.14
Grigor Dimitrov,Bulgaria,BUL,Pablo Cuevas,Uruguay,URU,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-3 6-7(5) 6-3 7-5,TRUE,1.14
Karen Khachanov,Russian Federation,RUS,Martin Klizan,Slovakia,SVK,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,6-1 6-4 6-3,TRUE,1.14
Karen Khachanov,Russian Federation,RUS,Feliciano Lopez,Spain,ESP,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,4-6 6-4 7-5 6-4,TRUE,1.14
Stan Wawrinka,Switzerland,SUI,Grigor Dimitrov,Bulgaria,BUL,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,7-6(5) 7-6(4) 7-6(8),TRUE,1.14
Roberto Bautista Agut,Spain,ESP,John Millman,Australia,AUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-3 6-1 3-6 6-7(6) 6-4,TRUE,1.14
Christopher Eubanks,United States,USA,Nikoloz Basilashvili,Georgia,GEO,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-4 4-6 7-6(6) 6-3,FALSE,1.14
Gael Monfils,France,FRA,Kei Nishikori,Japan,JPN,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-2 5-4 RET,FALSE,1.14
Alex De Minaur,Australia,AUS,Taro Daniel,Japan,JPN,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-0 6-1 6-2,TRUE,1.14
Milos Raonic,Canada,CAN,Nick Kyrgios,Australia,AUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-4 7-6(5) 6-4,TRUE,1.14
Stan Wawrinka,Switzerland,SUI,Ruben Bemelmans,Belgium,BEL,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-3 6-2 6-2,TRUE,1.14
Diego Sebastian Schwartzman,Argentina,ARG,Tomas Berdych,Czech Republic,CZE,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,5-7 6-3 7-5 6-4,FALSE,1.13
Prajnesh Gunneswaran,India,IND,Hugo Dellien,"Bolivia, Plurinational State of",BOL,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-1 6-3 6-1,FALSE,1.13
John Isner,United States,USA,Milos Raonic,Canada,CAN,8/27/2018,US Open,G,5,H,FALSE,61,R16,3-6 6-3 6-4 3-6 6-2,TRUE,1.13
Robin Haase,Netherlands,NED,David Goffin,Belgium,BEL,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-2 6-7(1) 6-3 6-2,FALSE,1.13
Marton Fucsovics,Hungary,HUN,Borna Coric,Croatia,CRO,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-4 6-3 6-4,FALSE,1.13
Stan Wawrinka,Switzerland,SUI,Reilly Opelka,United States,USA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,7-5 3-6 4-6 6-4 8-6,FALSE,1.13
Novak Djokovic,Serbia,SRB,Tennys Sandgren,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-1 6-3 6-7(2) 6-2,TRUE,1.13
Hyeon Chung,"Korea, Republic of",KOR,Bradley Klahn,United States,USA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-7(5) 6-7(5) 6-3 6-2 6-4,TRUE,1.13
Juan Martin Del Potro,Argentina,ARG,Borna Coric,Croatia,CRO,8/27/2018,US Open,G,5,H,FALSE,61,R16,6-4 6-3 6-1,TRUE,1.13
Jordan Thompson,Australia,AUS,Nick Kyrgios,Australia,AUS,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,7-6(4) 3-6 7-6(10) 0-6 6-1,FALSE,1.13
Corentin Moutet,France,FRA,Felix Auger Aliassime,Canada,CAN,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-3 4-6 6-4 6-2,FALSE,1.13
Casper Ruud,Norway,NOR,Ernests Gulbis,Latvia,LAT,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-2 7-6(2) 6-0,TRUE,1.13
Guido Pella,Argentina,ARG,Paolo Lorenzi,Italy,ITA,8/27/2018,US Open,G,5,H,FALSE,61,R64,7-5 6-0 6-2,TRUE,1.13
Kei Nishikori,Japan,JPN,Kamil Majchrzak,Poland,POL,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,3-6 6-7(6) 6-0 6-2 3-0 RET,TRUE,1.13
Novak Djokovic,Serbia,SRB,Daniil Medvedev,Russian Federation,RUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R16,6-4 6-7(5) 6-2 6-3,TRUE,1.13
Stefanos Tsitsipas,Greece,GRE,Stan Wawrinka,Switzerland,SUI,5/26/2019,Roland Garros,G,5,C,FALSE,48,R16,7-6(6) 5-7 6-4 3-6 8-6,FALSE,1.13
Diego Sebastian Schwartzman,Argentina,ARG,Matthew Ebden,Australia,AUS,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-4 3-6 6-3 6-2,TRUE,1.13
Roberto Bautista Agut,Spain,ESP,Steve Johnson,United States,USA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-3 6-4 6-2,TRUE,1.13
Florian Mayer,Germany,GER,Borna Coric,Croatia,CRO,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-2 6-2 5-7 6-4,FALSE,1.12
Mackenzie Mcdonald,United States,USA,Andrey Rublev,Russian Federation,RUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-4 6-4 2-6 6-4,TRUE,1.12
Pablo Carreno Busta,Spain,ESP,Luca Vanni,Italy,ITA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-7(5) 2-6 6-3 7-5 6-4,TRUE,1.12
Filip Krajinovic,Serbia,SRB,Stefanos Tsitsipas,Greece,GRE,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,7-5 6-3 6-7(5) 7-6(6),FALSE,1.12
Pierre Hugues Herbert,France,FRA,Yuki Bhambri,India,IND,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-3 7-6(3) 7-5,TRUE,1.12
Philipp Kohlschreiber,Germany,GER,Nicolas Mahut,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-3 6-3 6-3,FALSE,1.12
Marin Cilic,Croatia,CRO,Mackenzie Mcdonald,United States,USA,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,7-5 6-7(9) 6-4 6-4,TRUE,1.12
Marin Cilic,Croatia,CRO,Bernard Tomic,Australia,AUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-2 6-4 7-6(3),TRUE,1.12
Ilya Ivashka,Belarus,BLR,Malek Jaziri,Tunisia,TUN,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,4-6 7-6(6) 6-1 4-0 RET,TRUE,1.12
Filip Krajinovic,Serbia,SRB,Matthew Ebden,Australia,AUS,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-6(1) 6-7(5) 4-6 6-1 4-1 RET,FALSE,1.12
Gleb Sakharov,France,FRA,Maximilian Marterer,Germany,GER,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-3 6-1 6-3,FALSE,1.12
Yoshihito Nishioka,Japan,JPN,Janko Tipsarevic,Serbia,SRB,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-4 6-7(2) 6-2 5-7 6-2,FALSE,1.12
Roger Federer,Switzerland,SUI,Taylor Harry Fritz,United States,USA,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,6-2 7-5 6-2,TRUE,1.11
Jo Wilfried Tsonga,France,FRA,Peter Gojowczyk,Germany,GER,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,7-6(4) 6-1 4-6 6-3,TRUE,1.11
Jason Kubler,Australia,AUS,Roberto Bautista Agut,Spain,ESP,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-3 6-3 6-4,TRUE,1.11
Juan Martin Del Potro,Argentina,ARG,Donald Young,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-0 6-3 6-4,TRUE,1.11
Leonardo Mayer,Argentina,ARG,Diego Sebastian Schwartzman,Argentina,ARG,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,4-6 6-3 6-4 7-5,TRUE,1.11
Cameron Norrie,United Kingdom,GBR,Elliot Benchetrit,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-3 6-0 6-2,FALSE,1.11
Juan Ignacio Londero,Argentina,ARG,Benoit Paire,France,FRA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,4-6 6-4 6-4 7-6(4),FALSE,1.11
Kei Nishikori,Japan,JPN,Laslo Djere,Serbia,SRB,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,6-4 6-7(6) 6-3 4-6 8-6,TRUE,1.11
Marco Cecchinato,Italy,ITA,Alex De Minaur,Australia,AUS,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-0 6-4 7-6(5),FALSE,1.11
Pablo Carreno Busta,Spain,ESP,Malek Jaziri,Tunisia,TUN,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-5 6-2 6-2,TRUE,1.11
Dusan Lajovic,Serbia,SRB,Elliot Benchetrit,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-3 6-3 6-4,TRUE,1.1
Milos Raonic,Canada,CAN,Stan Wawrinka,Switzerland,SUI,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-7(4) 7-6(6) 7-6(11) 7-6(5),TRUE,1.1
Daniel Evans,United Kingdom,GBR,Federico Delbonis,Argentina,ARG,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-3 7-6(5) 6-3,TRUE,1.1
Roger Federer,Switzerland,SUI,Casper Ruud,Norway,NOR,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,6-3 6-1 7-6(8),TRUE,1.1
Albert Ramos,Spain,ESP,Laslo Djere,Serbia,SRB,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-3 6-2 7-6(2),FALSE,1.1
Laslo Djere,Serbia,SRB,Guido Andreozzi,Argentina,ARG,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,3-6 7-6(3) 7-6(3) 6-3,TRUE,1.1
Marc Polmans,Australia,AUS,Denis Kudla,United States,USA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,5-7 1-6 6-2 6-3 6-2,FALSE,1.1
Kei Nishikori,Japan,JPN,Joao Sousa,Portugal,POR,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,7-6(6) 6-1 6-2,TRUE,1.1
Fernando Verdasco,Spain,ESP,Kamil Majchrzak,Poland,POL,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-4 6-4 6-4,TRUE,1.1
Taro Daniel,Japan,JPN,Thanasi Kokkinakis,Australia,AUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,5-7 4-2 RET,TRUE,1.1
David Goffin,Belgium,BEL,Marius Copil,Romania,ROU,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,5-7 7-5 6-4 6-4,TRUE,1.1
Milos Raonic,Canada,CAN,Guido Pella,Argentina,ARG,7/1/2019,Wimbledon,G,5,G,FALSE,76,R16,3-6 4-6 6-3 7-6(3) 8-6,FALSE,1.1
Borna Coric,Croatia,CRO,Lloyd George Muirhead Harris,South Africa,RSA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-2 6-3 7-6(2),TRUE,1.1
Corentin Moutet,France,FRA,Juan Ignacio Londero,Argentina,ARG,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,2-6 6-3 6-4 5-7 6-4,FALSE,1.1
Ivo Karlovic,Croatia,CRO,Thomas Fabbiano,Italy,ITA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-3 6-7(6) 6-3 6-7(4) 6-4,FALSE,1.1
Jordan Thompson,Australia,AUS,Alejandro Davidovich Fokina,Spain,ESP,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-3 6-2 7-6(3),TRUE,1.1
Henri Laaksonen,Switzerland,SUI,Alex De Minaur,Australia,AUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-4 6-2 6-7(7) 4-6 6-3,FALSE,1.1
John Isner,United States,USA,Bradley Klahn,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-6(3) 6-3 6-4,TRUE,1.1
Guido Pella,Argentina,ARG,Guido Andreozzi,Argentina,ARG,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,7-6(2) 6-4 1-6 6-1,TRUE,1.09
Roger Federer,Switzerland,SUI,Rafael Nadal,Spain,ESP,7/1/2019,Wimbledon,G,5,G,FALSE,76,SF,7-6(3) 1-6 6-3 6-4,TRUE,1.09
Leonardo Mayer,Argentina,ARG,Nicolas Jarry,Chile,CHI,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,7-6(4) 7-6(3) 4-6 6-3,TRUE,1.09
John Isner,United States,USA,Reilly Opelka,United States,USA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,7-6(4) 7-6(6) 6-7(4) 7-6(5),FALSE,1.09
Milos Raonic,Canada,CAN,Prajnesh Gunneswaran,India,IND,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,7-6(1) 6-4 6-2,TRUE,1.09
Rafael Nadal,Spain,ESP,David Goffin,Belgium,BEL,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,6-1 6-3 4-6 6-3,TRUE,1.09
Reilly Opelka,United States,USA,Cedrik Marcel Stebe,Germany,GER,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-3 7-6(4) 6-1,TRUE,1.09
Tennys Sandgren,United States,USA,Radu Albot,"Moldova, Republic of",MDA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,7-6(3) 7-6(1) 3-6 6-1,FALSE,1.09
Juan Martin Del Potro,Argentina,ARG,Rafael Nadal,Spain,ESP,8/27/2018,US Open,G,5,H,FALSE,61,SF,7-6(3) 6-2 RET,TRUE,1.09
Lucas Pouille,France,FRA,Maximilian Marterer,Germany,GER,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,7-6(8) 7-6(8) 5-7 6-4,TRUE,1.09
David Goffin,Belgium,BEL,Novak Djokovic,Serbia,SRB,7/1/2019,Wimbledon,G,5,G,FALSE,76,QF,6-4 6-0 6-2,FALSE,1.09
Stefanos Tsitsipas,Greece,GRE,Maximilian Marterer,Germany,GER,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-2 6-2 7-6(4),TRUE,1.09
Marcos Baghdatis,Cyprus,CYP,Mikhail Youzhny,Russian Federation,RUS,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-4 6-4 2-6 3-1 RET,TRUE,1.09
Alexander Zverev,Germany,GER,Aljaz Bedene,Slovenia,SLO,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-4 6-1 6-4,TRUE,1.09
Andreas Seppi,Italy,ITA,Guido Pella,Argentina,ARG,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-4 4-6 4-6 7-5 6-1,FALSE,1.09
Andreas Seppi,Italy,ITA,Nicolas Jarry,Chile,CHI,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-3 6-7(8) 6-1 6-2,TRUE,1.09
Tennys Sandgren,United States,USA,Viktor Troicki,Serbia,SRB,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-3 6-4 6-2,TRUE,1.09
Hubert Hurkacz,Poland,POL,Ivo Karlovic,Croatia,CRO,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-7(5) 7-6(6) 7-6(3) 7-6(5),FALSE,1.09
Daniel Evans,United Kingdom,GBR,Nikoloz Basilashvili,Georgia,GEO,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-3 6-2 7-6(2),TRUE,1.09
Noah Rubin,United States,USA,Jay Clarke,United Kingdom,GBR,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,4-6 7-5 6-4 6-4,FALSE,1.09
Alex Bolt,Australia,AUS,Jack Sock,United States,USA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,4-6 6-3 6-2 6-2,TRUE,1.09
Collin Altamirano,United States,USA,Ugo Humbert,France,FRA,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-3 7-6(4) 6-3,FALSE,1.09
Roberto Bautista Agut,Spain,ESP,Novak Djokovic,Serbia,SRB,7/1/2019,Wimbledon,G,5,G,FALSE,76,SF,6-2 4-6 6-3 6-2,FALSE,1.08
Rafael Nadal,Spain,ESP,Nikoloz Basilashvili,Georgia,GEO,8/27/2018,US Open,G,5,H,FALSE,61,R16,6-3 6-3 6-7(6) 6-4,TRUE,1.08
Laslo Djere,Serbia,SRB,Evgeny Donskoy,Russian Federation,RUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-7(5) 6-4 6-1 7-6(5),FALSE,1.08
Roberto Bautista Agut,Spain,ESP,Marin Cilic,Croatia,CRO,1/14/2019,Australian Open,G,5,H,FALSE,85,R16,6-7(6) 6-3 6-2 4-6 6-4,TRUE,1.08
Denis Shapovalov,Canada,CAN,Jan Lennard Struff,Germany,GER,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,7-6(1) 6-3 6-4,FALSE,1.08
Pablo Carreno Busta,Spain,ESP,Fabio Fognini,Italy,ITA,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,6-2 6-4 2-6 6-4,TRUE,1.08
Lucas Pouille,France,FRA,Marcos Baghdatis,Cyprus,CYP,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-7(4) 6-4 6-4 6-3,TRUE,1.08
Daniil Medvedev,Russian Federation,RUS,David Goffin,Belgium,BEL,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,6-2 7-6(3) 6-3,TRUE,1.08
Diego Sebastian Schwartzman,Argentina,ARG,Rudolf Molleker,Germany,GER,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-1 6-3 4-6 6-0,TRUE,1.08
Alexander Zverev,Germany,GER,Nicolas Mahut,France,FRA,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-4 6-4 6-2,TRUE,1.08
Roberto Bautista Agut,Spain,ESP,Steve Darcis,Belgium,BEL,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-3 6-2 4-2 RET,TRUE,1.08
Ugo Humbert,France,FRA,Alexei Popyrin,Australia,AUS,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,3-6 6-3 7-6(10) 6-3,FALSE,1.08
Gregoire Barrere,France,FRA,Matthew Ebden,Australia,AUS,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-3 5-7 7-5 6-1,TRUE,1.08
Benoit Paire,France,FRA,Pierre Hugues Herbert,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-2 6-2 5-7 6-7(6) 11-9,TRUE,1.08
Taylor Harry Fritz,United States,USA,Jan Lennard Struff,Germany,GER,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-4 6-3 5-7 7-6(2),FALSE,1.08
Rafael Nadal,Spain,ESP,Alex De Minaur,Australia,AUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,6-1 6-2 6-4,TRUE,1.08
Adrian Mannarino,France,FRA,Frances Tiafoe,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-1 6-4 4-6 6-4,FALSE,1.08
Grigor Dimitrov,Bulgaria,BUL,Janko Tipsarevic,Serbia,SRB,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,4-6 6-3 6-1 6-4,TRUE,1.08
Matthew Ebden,Australia,AUS,Rafael Nadal,Spain,ESP,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-3 6-2 6-2,FALSE,1.08
Novak Djokovic,Serbia,SRB,Salvatore Caruso,Italy,ITA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,6-3 6-3 6-2,TRUE,1.08
Thomas Fabbiano,Italy,ITA,Fernando Verdasco,Spain,ESP,7/1/2019,Wimbledon,G,5,G,FALSE,76,R32,6-4 7-6(1) 6-4,FALSE,1.08
Frances Tiafoe,United States,USA,Andreas Seppi,Italy,ITA,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,6-7(3) 6-3 4-6 6-4 6-3,TRUE,1.08
Milos Raonic,Canada,CAN,Stan Wawrinka,Switzerland,SUI,8/27/2018,US Open,G,5,H,FALSE,61,R32,7-6(6) 6-4 6-3,TRUE,1.08
Rafael Nadal,Spain,ESP,Juan Ignacio Londero,Argentina,ARG,5/26/2019,Roland Garros,G,5,C,FALSE,48,R16,6-2 6-3 6-3,TRUE,1.08
Thomas Fabbiano,Italy,ITA,Stefanos Tsitsipas,Greece,GRE,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-4 3-6 6-4 6-7(8) 6-3,TRUE,1.08
Roger Federer,Switzerland,SUI,Novak Djokovic,Serbia,SRB,7/1/2019,Wimbledon,G,5,G,FALSE,76,F,7-6(5) 1-6 7-6(4) 4-6 13-12(3),FALSE,1.08
Fabio Fognini,Italy,ITA,Alexander Zverev,Germany,GER,5/26/2019,Roland Garros,G,5,C,FALSE,48,R16,3-6 6-2 6-2 7-6(5),FALSE,1.08
Marin Cilic,Croatia,CRO,Fernando Verdasco,Spain,ESP,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,4-6 3-6 6-1 7-6(8) 6-3,TRUE,1.08
Cameron Norrie,United Kingdom,GBR,Jordan Thompson,Australia,AUS,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-5 4-6 6-4 6-3,TRUE,1.08
Alexei Popyrin,Australia,AUS,Laslo Djere,Serbia,SRB,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-4 7-6(4) 6-4,FALSE,1.08
Jozef Kovalik,Slovakia,SVK,Stan Wawrinka,Switzerland,SUI,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-1 6-7(3) 6-2 6-3,FALSE,1.08
Kei Nishikori,Japan,JPN,Ivo Karlovic,Croatia,CRO,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-3 7-6(6) 5-7 5-7 7-6(7),TRUE,1.08
